ledger_public_id,settlement_public_id,abs_amount_diff,relative_amount_diff,amount_ratio,date_diff_days,vendor_levenshtein_similarity,vendor_jaro_winkler_similarity,vendor_token_sort_similarity,vendor_token_set_similarity,vendor_exact_normalized_match,vendor_embedding_cosine_similarity,reference_exact_match,reference_substring_overlap,reference_similarity,reference_missing_ledger,reference_missing_settlement,reference_both_missing,candidate_count_for_ledger,candidate_count_for_settlement,competing_candidate_count,is_potential_one_to_many,is_potential_many_to_one,description_embedding_cosine_similarity,split,label
LED-000360,STL-000473-0,4829.14,0.023492,1.023492,1,0.384615,0.483224,0.384615,0.352941,0,0.0,0,0,0.230769,0,0,0,4,4,6,1,1,0.116543,train,0
LED-000360,STL-000093-0,295.07,0.001435,1.001435,2,0.171429,0.449288,0.228571,0.228571,0,0.074125,0,0,0.230769,0,0,0,4,5,7,1,1,0.123208,train,0
LED-000361,STL-000361-0,0.0,0.0,1.0,2,0.913043,0.939429,0.913043,0.913043,0,0.793884,1,1,1.0,0,0,0,1,1,0,0,0,0.261861,train,1
LED-000362,STL-000362-0,536.64,0.018667,0.981333,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.3114,train,1
LED-000363,STL-000363-0,0.0,0.0,1.0,0,0.214286,0.736,0.214286,0.214286,0,0.0,0,0,0.0,0,1,0,2,1,1,1,0,0.1788,train,1
LED-000363,STL-000252-0,1139.82,0.034911,1.034911,7,0.363636,0.575476,0.30303,0.30303,0,0.089087,0,0,0.230769,0,0,0,2,2,2,1,1,0.182006,train,0
LED-000364,STL-000364-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,3,3,1,1,0.848528,val,1
LED-000365,STL-000365-0,0.11,1e-06,0.999999,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,4,4,1,1,0.156772,train,1
LED-000365,STL-000397-0,5028.67,0.042719,0.957281,4,0.166667,0.467787,0.166667,0.166667,0,0.0,0,0,0.230769,0,0,0,2,3,3,1,1,0.127,train,0
LED-000366,STL-000028-0,4999.98,0.041757,1.041757,0,0.296296,0.518926,0.296296,0.296296,0,0.0,0,0,0.0,0,1,0,2,3,3,1,1,0.0343,train,0
LED-000366,STL-000366-0,0.0,0.0,1.0,2,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,2,2,2,1,1,0.367423,train,1
LED-000367,STL-000367-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.842927,train,1
LED-000368,STL-000368-0,0.37,2e-06,1.000002,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,4,2,4,1,1,0.181444,val,1
LED-000368,STL-000230-0,7819.83,0.042297,0.957703,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0.307692,0,0,0,4,3,5,1,1,0.274986,val,0
LED-000369,STL-000369-0,1075.79,0.013127,0.986873,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.361449,train,1
LED-000371,STL-000371-0,5252.56,0.024784,0.975216,1,0.837209,0.777037,0.837209,1.0,0,0.848528,1,1,1.0,0,0,0,4,3,5,1,1,0.816497,val,1
LED-000371,STL-000005-0,7178.31,0.033871,1.033871,6,0.666667,0.70216,0.666667,0.8,0,0.589768,0,0,0.230769,0,0,0,4,3,5,1,1,0.0,val,0
LED-000372,STL-000372-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.848528,test,1
LED-000373,STL-000373-0,0.08,4e-06,1.000004,1,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,1,2,1,0,1,0.219971,train,1
LED-000374,STL-000374-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.118771,val,1
LED-000375,STL-000375-0,0.0,0.0,1.0,0,0.913043,0.939429,0.913043,0.913043,0,0.793884,1,1,1.0,0,0,0,1,1,0,0,0,0.226805,val,1
LED-000376,STL-000376-0,0.0,0.0,1.0,0,0.4,0.85,0.4,1.0,0,0.453743,1,1,1.0,0,0,0,1,1,0,0,0,0.191273,train,1
LED-000378,STL-000378-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.906238,val,1
LED-000379,STL-000379-0,0.0,0.0,1.0,0,0.809524,0.936,0.809524,1.0,0,0.826236,1,1,1.0,0,0,0,1,2,1,0,1,0.211667,train,1
LED-000380,STL-000380-0,3770.71,0.019575,0.980425,0,0.636364,0.893333,0.636364,1.0,0,0.620174,1,1,1.0,0,0,0,3,4,5,1,1,0.253546,train,1
LED-000380,STL-000574-0,9514.21,0.049392,1.049392,2,0.636364,0.893333,0.636364,1.0,0,0.620174,0,0,0.230769,0,0,0,3,7,8,1,1,0.486153,train,0
LED-000381,STL-000381-0,0.35,6e-06,1.000006,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.174574,train,1
LED-000382,STL-000382-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,2,3,1,1,0.183309,test,1
LED-000383,STL-000383-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,2,7,7,1,1,0.174608,train,1
LED-000383,STL-000352-0,1526.19,0.011734,0.988266,5,0.214286,0.509402,0.214286,0.214286,0,0.0,0,0,0.230769,0,0,0,2,4,4,1,1,0.830291,train,0
LED-000385,STL-000385-0,0.0,0.0,1.0,2,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,2,3,3,1,1,0.824786,test,1
LED-000386,STL-000386-0,277.3,0.006827,0.993173,0,0.941176,0.988235,0.941176,0.941176,0,0.733333,0,1,0.461538,0,0,0,1,1,0,0,0,0.285774,train,1
LED-000387,STL-000387-0,0.0,0.0,1.0,1,0.4,0.85,0.4,1.0,0,0.453743,1,1,1.0,0,0,0,1,1,0,0,0,0.347183,train,1
LED-000388,STL-000388-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,2,3,1,1,0.352738,train,1
LED-000388,STL-BATCH-000086-000570,3632.02,0.015572,1.015572,0,0.382979,0.58796,0.382979,0.382979,0,0.044281,0,0,0.0,0,1,0,3,2,3,1,1,0.02739,train,0
LED-000388,STL-000062-0,7916.18,0.033941,0.966059,3,0.296296,0.496053,0.222222,0.222222,0,0.0,0,0,0.230769,0,0,0,3,2,3,1,1,0.769897,train,0
LED-000389,STL-000069-0,3351.41,0.034839,0.965161,4,0.5,0.640265,0.388889,0.388889,0,0.0,0,0,0.230769,0,0,0,2,5,5,1,1,0.037743,train,0
LED-000390,STL-000390-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.091766,train,1
LED-000391,STL-000391-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,3,2,0,1,0.218844,train,1
LED-000392,STL-000392-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,5,5,1,1,0.274352,test,1
LED-000392,STL-000105-0,3455.02,0.040874,1.040874,1,0.380952,0.604777,0.333333,0.333333,0,0.056344,0,0,0.0,0,1,0,2,5,5,1,1,0.296334,test,0
LED-000393,STL-000393-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.254,train,1
LED-000394,STL-000394-0,1616.97,0.008092,0.991908,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,7,5,10,1,1,0.142857,train,1
LED-000394,STL-000034-0,173.13,0.000866,1.000866,1,0.592593,0.677839,0.555556,0.631579,0,0.50128,0,0,0.230769,0,0,0,7,5,10,1,1,0.222718,train,0
LED-000394,STL-000574-0,2316.67,0.011594,1.011594,6,0.285714,0.497619,0.228571,0.228571,0,0.08165,0,0,0.230769,0,0,0,7,7,12,1,1,0.037424,train,0
LED-000394,STL-000224-0,5639.36,0.028222,1.028222,7,0.341463,0.523097,0.341463,0.341463,0,0.060858,0,0,0.307692,0,0,0,7,5,10,1,1,0.095238,train,0
LED-000395,STL-000395-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.910642,val,1
LED-000396,STL-000396-0,21.03,0.005186,0.994814,0,0.764706,0.92381,0.764706,1.0,0,0.760886,1,1,1.0,0,0,0,1,1,0,0,0,0.848528,train,1
LED-000397,STL-000397-0,0.0,0.0,1.0,0,0.933333,0.970833,0.533333,0.533333,0,0.547723,0,1,0.461538,0,0,0,1,3,2,0,1,0.188562,train,1
LED-000398,STL-000262-0,6637.95,0.027182,0.972818,0,0.3,0.54304,0.3,0.3,0,0.0,0,0,0.230769,0,0,0,5,3,6,1,1,0.080582,train,0
LED-000398,STL-000398-0,0.48,2e-06,0.999998,1,0.933333,0.970833,0.533333,0.533333,0,0.547723,1,1,1.0,0,0,0,5,4,7,1,1,0.253546,train,1
LED-000398,STL-000599-0,11915.52,0.048794,0.951206,6,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,0,5,4,7,1,1,0.486153,train,0
LED-000399,STL-000300-0,5097.07,0.030415,1.030415,4,0.4,0.592425,0.266667,0.266667,0,0.07785,0,0,0.0,0,1,0,1,3,2,0,1,0.1066,train,0
LED-000400,STL-000400-0,3096.44,0.024041,0.975959,2,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,3,6,7,1,1,0.861858,test,1
LED-000400,STL-000405-0,4901.72,0.038057,0.961943,3,0.45283,0.631683,0.415094,0.415094,0,0.0,0,0,0.230769,0,0,0,3,5,6,1,1,0.235702,test,0
LED-000403,STL-000403-0,894.5,0.006186,0.993814,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,2,3,1,1,0.246416,train,1
LED-000403,STL-000322-0,4921.13,0.034034,0.965966,1,0.631579,0.574786,0.631579,1.0,0,0.603023,0,0,0.230769,0,0,0,3,3,4,1,1,0.769897,train,0
LED-000405,STL-000405-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,2,5,5,1,1,0.408248,test,1
LED-000407,STL-000407-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,1,1,0,0,0,0.218844,test,1
LED-000408,STL-000408-0,0.0,0.0,1.0,0,0.913043,0.939429,0.913043,0.913043,0,0.793884,0,0,0.0,0,1,0,2,2,2,1,1,0.223607,val,1
LED-000410,STL-000410-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,2,2,1,1,0.338667,train,1
LED-000410,STL-000209-0,4736.44,0.026684,1.026684,6,0.367347,0.626327,0.326531,0.326531,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.09525,train,0
LED-000411,STL-000151-0,1172.64,0.016242,1.016242,1,0.363636,0.577778,0.363636,0.363636,0,0.0,0,0,0.0,0,1,0,2,2,2,1,1,0.260897,train,0
LED-000411,STL-000411-0,0.41,6e-06,0.999994,2,0.631579,0.574786,0.631579,1.0,0,0.603023,1,1,1.0,0,0,0,2,2,2,1,1,0.352454,train,1
LED-000412,STL-000412-0,0.49,4e-06,1.000004,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,2,2,1,1,0.174574,train,1
LED-000413,STL-000413-0,5045.72,0.02397,0.97603,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.879883,train,1
LED-000414,STL-000414-0,0.0,0.0,1.0,0,0.631579,0.574786,0.631579,1.0,0,0.603023,1,1,1.0,0,0,0,2,2,2,1,1,0.222681,train,1
LED-000415,STL-000415-0,0.07,2e-06,1.000002,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,4,1,3,1,0,0.205798,test,1
LED-000415,STL-000144-0,276.68,0.005983,1.005983,7,0.190476,0.47619,0.190476,0.190476,0,0.0,0,0,0.0,0,1,0,4,3,5,1,1,0.285774,test,0
LED-000416,STL-000113-0,3446.86,0.014859,1.014859,0,0.190476,0.436275,0.190476,0.190476,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.046225,train,0
LED-000416,STL-000313-0,2099.73,0.009052,1.009052,1,0.166667,0.423903,0.166667,0.181818,0,0.0,0,0,0.230769,0,0,0,3,4,5,1,1,0.131559,train,0
LED-000417,STL-000417-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,1,2,1,0,1,0.270031,val,1
LED-000419,STL-000419-0,1254.28,0.012608,0.987392,0,0.636364,0.893333,0.636364,1.0,0,0.68313,1,1,1.0,0,0,0,3,1,2,1,0,0.251976,train,1
LED-000419,STL-000047-0,4292.54,0.04315,0.95685,4,0.190476,0.47619,0.190476,0.190476,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.032075,train,0
LED-000420,STL-000420-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,3,2,3,1,1,0.143777,train,1
LED-000420,STL-000213-0,6021.6,0.033051,0.966949,5,0.186047,0.477513,0.232558,0.232558,0,0.076697,0,0,0.230769,0,0,0,3,2,3,1,1,0.186772,train,0
LED-000421,STL-000421-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,5,5,1,1,0.215166,train,1
LED-000422,STL-000422-0,0.0,0.0,1.0,0,0.68,0.90303,0.68,1.0,0,0.741941,1,1,1.0,0,0,0,2,1,1,1,0,0.848528,train,1
LED-000422,STL-000458-0,8.01,0.000142,0.999858,5,0.272727,0.519535,0.272727,0.272727,0,-0.107676,0,0,0.230769,0,0,0,2,3,3,1,1,0.04714,train,0
LED-000423,STL-000540-0,3697.96,0.029982,0.970018,0,0.333333,0.518908,0.333333,0.333333,0,-0.11547,0,0,0.0,0,1,0,3,5,6,1,1,0.157135,train,0
LED-000424,STL-000424-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,4,2,4,1,1,0.162088,train,1
LED-000424,STL-000416-1,1249.26,0.008587,1.008587,2,0.380952,0.435897,0.380952,0.380952,0,0.123091,0,0,0.0,0,1,0,4,2,4,1,1,0.040522,train,0
LED-000424,STL-000347-0,6710.13,0.046125,1.046125,3,0.285714,0.535256,0.285714,0.285714,0,0.0,0,0,0.307692,0,0,0,4,3,5,1,1,0.131306,train,0
LED-000424,STL-000158-0,2422.07,0.016649,0.983351,6,0.222222,0.351282,0.222222,0.222222,0,0.0,0,0,0.0,0,1,0,4,4,6,1,1,0.063693,train,0
LED-000425,STL-000425-0,0.16,1e-06,1.000001,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,4,3,0,1,0.303895,train,1
LED-000426,STL-000426-0,18.81,0.000267,0.999733,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,4,5,1,1,0.298142,train,1
LED-000426,STL-000510-0,1104.06,0.015669,1.015669,1,0.294118,0.604701,0.352941,0.352941,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.756978,train,0
LED-000427,STL-000427-0,0.0,0.0,1.0,1,0.941176,0.977778,0.470588,0.470588,0,0.617213,1,1,1.0,0,0,0,3,2,3,1,1,0.879883,train,1
LED-000427,STL-000060-0,4138.29,0.03963,1.03963,6,0.125,0.417989,0.25,0.25,0,0.0,0,0,0.230769,0,0,0,3,2,3,1,1,0.200805,train,0
LED-000428,STL-000428-0,2.12,1.1e-05,0.999989,0,0.181818,0.608187,0.272727,0.272727,0,0.0,1,1,1.0,0,0,0,3,3,4,1,1,0.15401,test,1
LED-000429,STL-000429-0,0.0,0.0,1.0,0,0.857143,0.966667,0.857143,0.857143,0,0.2,0,0,0.0,0,1,0,1,1,0,0,0,0.328244,val,1
LED-000430,STL-000430-0,0.0,0.0,1.0,0,0.764706,0.92381,0.764706,1.0,0,0.727607,0,0,0.0,0,1,0,2,1,1,1,0,0.186772,train,1
LED-000430,STL-000594-0,1344.81,0.029034,0.970966,1,0.380952,0.602564,0.380952,0.380952,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.097538,train,0
LED-000431,STL-000431-0,1322.18,0.006928,0.993072,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,1,4,3,0,1,0.208979,train,1
LED-000432,STL-000432-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,4,2,4,1,1,0.089087,test,1
LED-000432,STL-000338-0,9.1,8.3e-05,1.000083,6,0.210526,0.495726,0.210526,0.210526,0,0.150756,0,0,0.230769,0,0,0,4,4,6,1,1,0.133631,test,0
LED-000433,STL-000173-0,3782.75,0.027146,0.972854,0,0.322581,0.542017,0.322581,0.272727,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.073621,train,0
LED-000433,STL-000433-0,1535.93,0.011022,0.988978,1,0.3,0.752941,0.3,0.222222,0,0.0,1,1,1.0,0,0,0,3,3,4,1,1,0.910642,train,1
LED-000433,STL-000122-0,5122.85,0.036763,1.036763,3,0.272727,0.486202,0.272727,0.171429,0,0.080257,0,0,0.0,0,1,0,3,4,5,1,1,0.036811,train,0
LED-000434,STL-000434-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,2,2,1,1,0.255031,test,1
LED-000435,STL-000435-0,0.25,1e-06,1.000001,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.579359,val,1
LED-000436,STL-000436-0,0.0,0.0,1.0,0,0.387097,0.848,0.387097,1.0,0,0.4,1,1,1.0,0,0,0,3,2,3,1,1,0.40161,train,1
LED-000436,STL-000461-0,3383.08,0.037961,1.037961,5,0.2,0.493333,0.2,0.2,0,0.0,0,0,0.307692,0,0,0,3,3,4,1,1,0.235159,train,0
LED-000437,STL-000437-0,0.08,1e-06,1.000001,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,1,2,1,0,0.550973,train,1
LED-000437,STL-000071-1,1065.33,0.008549,0.991451,6,0.171429,0.497619,0.171429,0.171429,0,0.0,0,0,0.230769,0,0,0,3,1,2,1,0,0.080582,train,0
LED-000437,STL-000192-0,975.77,0.007831,1.007831,7,0.125,0.417989,0.25,0.25,0,0.0,0,0,0.230769,0,0,0,3,2,3,1,1,0.089087,train,0
LED-000438,STL-000438-0,9.09,7.4e-05,0.999926,1,0.4,0.85,0.4,1.0,0,0.453743,1,1,1.0,0,0,0,2,1,1,1,0,0.871978,train,1
LED-000438,STL-000464-0,2238.72,0.018255,1.018255,5,0.26087,0.549074,0.347826,0.347826,0,-0.054233,0,0,0.0,0,1,0,2,2,2,1,1,0.74407,train,0
LED-000439,STL-000439-0,525.33,0.011848,0.988152,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.196419,test,1
LED-000440,STL-000440-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,1,2,1,0,0.879883,train,1
LED-000440,STL-000028-0,5684.82,0.047749,1.047749,3,0.285714,0.549003,0.285714,0.285714,0,0.0,0,0,0.0,0,1,0,3,3,4,1,1,0.184812,train,0
LED-000440,STL-000366-0,684.84,0.005752,1.005752,5,0.4,0.635022,0.44,0.6,0,0.412514,0,0,0.0,0,1,0,3,2,3,1,1,0.073324,train,0
LED-000442,STL-000442-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,4,2,4,1,1,0.280224,val,1
LED-000444,STL-000444-0,0.0,0.0,1.0,0,0.631579,0.892308,0.368421,0.368421,0,0.558156,1,1,1.0,0,0,0,1,1,0,0,0,0.035944,train,1
LED-000446,STL-000446-0,0.0,0.0,1.0,2,0.875,0.975,0.875,0.875,0,0.5,1,1,1.0,0,0,0,4,3,5,1,1,0.599002,test,1
LED-000446,STL-000479-0,6331.87,0.029355,0.970645,2,0.133333,0.422619,0.133333,0.133333,0,0.0,0,0,0.230769,0,0,0,4,3,5,1,1,0.035944,test,0
LED-000447,STL-000447-0,0.03,1e-06,0.999999,0,0.666667,0.9,0.666667,1.0,0,0.654654,0,0,0.0,0,1,0,2,1,1,1,0,0.274986,train,1
LED-000447,STL-000044-0,2274.92,0.045243,0.954757,6,0.142857,0.430556,0.285714,0.285714,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.725775,train,0
LED-000448,STL-000448-0,1088.33,0.006336,0.993664,1,0.809524,0.936,0.809524,1.0,0,0.774597,1,1,1.0,0,0,0,1,3,2,0,1,0.188562,train,1
LED-000450,STL-000450-0,0.0,0.0,1.0,0,0.727273,0.9,0.727273,0.727273,0,0.316228,0,1,0.461538,0,0,0,3,4,5,1,1,0.308607,val,1
LED-000450,STL-000154-0,3260.25,0.032828,0.967172,0,0.153846,0.436508,0.153846,0.153846,0,0.0,0,0,0.0,0,1,0,3,5,6,1,1,0.120873,val,0
LED-000451,STL-000451-0,1968.8,0.023887,0.976113,0,0.428571,0.854545,0.428571,1.0,0,0.447214,1,1,1.0,0,0,0,3,1,2,1,0,0.338667,train,1
LED-000452,STL-000452-0,0.0,0.0,1.0,1,0.411765,0.569048,0.411765,0.666667,0,0.31497,1,1,1.0,0,0,0,2,2,2,1,1,0.195965,val,1
LED-000455,STL-000455-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,1,1,0,0,0,0.143777,train,1
LED-000456,STL-000456-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,3,2,0,1,0.369274,val,1
LED-000458,STL-000458-0,0.26,5e-06,1.000005,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,3,2,0,1,0.848528,train,1
LED-000459,STL-000459-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.147242,train,1
LED-000460,STL-000460-0,0.23,2e-06,1.000002,1,0.83871,0.753561,0.83871,1.0,0,0.874475,1,1,1.0,0,0,0,2,2,2,1,1,0.274986,val,1
LED-000461,STL-000461-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,3,3,4,1,1,0.195965,train,1
LED-000461,STL-000069-0,342.9,0.003707,1.003707,5,0.272727,0.592157,0.272727,0.272727,0,0.0,0,0,0.230769,0,0,0,3,5,6,1,1,0.169334,train,0
LED-000462,STL-000462-0,93.24,0.00708,0.99292,1,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,1,1,0,0,0,0.517294,train,1
LED-000463,STL-000463-0,10.18,4.2e-05,0.999958,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,2,2,1,1,0.147242,train,1
LED-000463,STL-000466-0,5187.21,0.021433,1.021433,1,0.166667,0.280952,0.333333,0.333333,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.223152,train,0
LED-000464,STL-000464-0,0.0,0.0,1.0,0,0.9,0.98,0.9,0.9,0,0.8,0,0,0.0,0,1,0,1,2,1,0,1,0.147242,train,1
LED-000465,STL-000465-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,1,2,1,0,1,0.159232,train,1
LED-000466,STL-000463-0,5197.26,0.021024,0.978976,0,0.166667,0.280952,0.333333,0.333333,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.254,train,0
LED-000466,STL-000466-0,0.13,1e-06,1.000001,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,2,2,1,1,0.879883,train,1
LED-000467,STL-000467-0,0.0,0.0,1.0,0,0.962963,0.992593,0.962963,0.962963,0,0.826087,1,1,1.0,0,0,0,1,1,0,0,0,0.253546,train,1
LED-000468,STL-000054-0,9410.22,0.044967,0.955033,1,0.133333,0.0,0.133333,0.133333,0,0.0,0,0,0.0,0,1,0,4,3,5,1,1,0.131306,train,0
LED-000468,STL-000468-0,0.0,0.0,1.0,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,4,3,5,1,1,0.15162,train,1
LED-000468,STL-000482-0,10262.99,0.049042,0.950958,2,0.102564,0.359259,0.153846,0.153846,0,0.0,0,0,0.230769,0,0,0,4,4,6,1,1,0.127386,train,0
LED-000469,STL-000469-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.13901,train,1
LED-000470,STL-000470-0,0.36,9e-06,1.000009,0,0.375,0.769231,0.375,0.375,0,0.0,1,1,1.0,0,0,0,2,3,3,1,1,0.848528,test,1
LED-000471,STL-000471-0,0.0,0.0,1.0,0,0.526316,0.871429,0.526316,1.0,0,0.46291,1,1,1.0,0,0,0,1,1,0,0,0,0.133631,train,1
LED-000472,STL-000472-0,0.0,0.0,1.0,1,0.809524,0.936,0.809524,0.809524,0,0.732467,0,0,0.0,0,1,0,2,2,2,1,1,0.305505,train,1
LED-000473,STL-000473-0,17.81,8.5e-05,0.999915,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,3,4,5,1,1,0.233087,train,1
LED-000473,STL-000093-0,4551.88,0.021634,0.978366,1,0.325581,0.514077,0.372093,0.352941,0,0.0,0,0,0.230769,0,0,0,3,5,6,1,1,0.15401,train,0
LED-000474,STL-000474-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,2,3,1,1,0.116248,test,1
LED-000475,STL-000475-0,0.0,0.0,1.0,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.296334,train,1
LED-000476,STL-000476-0,8.77,4.8e-05,0.999952,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,1,1,0,0,0,0.195965,train,1
LED-000477,STL-000477-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,1,2,1,0,0.174574,train,1
LED-000477,STL-000498-0,7506.78,0.034952,1.034952,2,0.266667,0.492911,0.266667,0.285714,0,0.1283,0,0,0.0,0,1,0,3,3,4,1,1,0.204124,train,0
LED-000477,STL-000588-0,731.28,0.003405,0.996595,2,0.266667,0.492911,0.266667,0.285714,0,0.1283,0,0,0.230769,0,0,0,3,3,4,1,1,0.707107,train,0
LED-000478,STL-000478-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,2,3,3,1,1,0.50098,test,1
LED-000479,STL-000446-0,3521.28,0.016596,1.016596,1,0.133333,0.422619,0.133333,0.133333,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.125988,test,0
LED-000479,STL-000479-0,2810.59,0.013246,0.986754,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,3,4,1,1,0.226805,test,1
LED-000480,STL-000480-0,2601.51,0.024638,0.975362,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.235702,test,1
