ledger_public_id,settlement_public_id,abs_amount_diff,relative_amount_diff,amount_ratio,date_diff_days,vendor_levenshtein_similarity,vendor_jaro_winkler_similarity,vendor_token_sort_similarity,vendor_token_set_similarity,vendor_exact_normalized_match,vendor_embedding_cosine_similarity,reference_exact_match,reference_substring_overlap,reference_similarity,reference_missing_ledger,reference_missing_settlement,reference_both_missing,candidate_count_for_ledger,candidate_count_for_settlement,competing_candidate_count,is_potential_one_to_many,is_potential_many_to_one,description_embedding_cosine_similarity
LED-000262,STL-000398-0,1957.17,0.008238,1.008238,0,0.380952,0.603205,0.380952,0.380952,0,0.0,0,0,0.230769,0,0,0,4,3,5,1,1,0.075485
LED-000262,STL-000527-0,6694.38,0.028177,1.028177,1,0.3,0.54304,0.3,0.3,0,0.0,0,0,0.230769,0,0,0,4,4,6,1,1,0.113228
LED-000262,STL-000262-0,0.0,0.0,1.0,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,4,4,6,1,1,0.13202
LED-000262,STL-000599-0,5296.63,0.022294,0.977706,6,0.266667,0.492911,0.266667,0.285714,0,0.1283,0,0,0.307692,0,0,0,4,4,6,1,1,0.06601
LED-000263,STL-000598-0,2021.02,0.021177,0.978823,0,0.210526,0.495726,0.210526,0.210526,0,0.150756,0,0,0.307692,0,0,0,4,3,5,1,1,0.186339
LED-000263,STL-000263-0,0.28,3e-06,1.000003,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,4,2,4,1,1,0.149071
LED-000263,STL-000138-0,2919.75,0.030594,1.030594,3,0.333333,0.472222,0.333333,0.333333,0,0.0,0,0,0.230769,0,0,0,4,2,4,1,1,0.186339
LED-000263,STL-000450-0,1855.03,0.019437,1.019437,6,0.153846,0.436508,0.153846,0.153846,0,0.0,0,0,0.230769,0,0,0,4,5,7,1,1,0.50098
LED-000264,STL-000313-0,4636.76,0.019559,0.980441,0,0.166667,0.467787,0.166667,0.266667,0,-0.172133,0,0,0.230769,0,0,0,2,5,5,1,1,0.122474
LED-000264,STL-000264-0,1876.08,0.007914,0.992086,1,0.636364,0.893333,0.636364,1.0,0,0.620174,1,1,1.0,0,0,0,2,5,5,1,1,0.83666
LED-000265,STL-000265-0,14.46,8.9e-05,0.999911,0,0.466667,0.86087,0.466667,1.0,0,0.48795,0,0,0.0,0,1,0,2,2,2,1,1,0.137199
LED-000265,STL-000595-0,2969.34,0.018364,0.981636,1,0.066667,0.408558,0.133333,0.133333,0,0.0,0,0,0.307692,0,0,0,2,3,3,1,1,0.094281
LED-000266,STL-000266-0,19.3,0.000122,0.999878,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,3,4,1,1,0.13202
LED-000266,STL-000382-0,1800.64,0.011425,1.011425,2,0.325581,0.514077,0.325581,0.325581,0,0.0,0,0,0.230769,0,0,0,3,2,3,1,1,0.068041
LED-000266,STL-000587-0,7230.44,0.045876,1.045876,3,0.352941,0.480392,0.352941,0.32,0,0.099381,0,0,0.230769,0,0,0,3,3,4,1,1,0.157135
LED-000267,STL-000267-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.088911
LED-000268,STL-000268-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,2,1,1,1,0,0.215166
LED-000268,STL-000129-0,5863.74,0.024498,0.975502,7,0.444444,0.603938,0.444444,0.444444,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.196419
LED-000269,STL-000269-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.313545
LED-000270,STL-000270-0,0.46,7e-06,0.999993,0,0.727273,0.9,0.727273,0.727273,0,0.316228,1,1,1.0,0,0,0,1,1,0,0,0,0.189525
LED-000271,STL-000271-0,0.05,1e-06,1.000001,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.192879
LED-000272,STL-000272-0,11.22,9.7e-05,0.999903,0,0.972222,0.994444,0.972222,0.972222,0,0.882353,1,1,1.0,0,0,0,1,2,1,0,1,0.29794
LED-000273,STL-000273-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,3,3,1,1,0.171499
LED-000273,STL-000282-0,8123.5,0.036421,0.963579,0,0.266667,0.511905,0.133333,0.133333,0,0.182574,0,0,0.384615,0,0,0,2,4,4,1,1,0.137199
LED-000274,STL-000274-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,4,3,0,1,0.383761
LED-000275,STL-000275-0,928.71,0.008319,0.991681,0,0.888889,0.96,0.888889,0.888889,0,0.782624,1,1,1.0,0,0,0,1,1,0,0,0,0.112272
LED-000276,STL-000276-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,2,2,2,1,1,0.195965
LED-000276,STL-000100-0,1399.0,0.010799,1.010799,1,0.117647,0.442308,0.117647,0.117647,0,0.235702,0,0,0.230769,0,0,0,2,2,2,1,1,0.119737
LED-000278,STL-000278-0,0.0,0.0,1.0,3,0.8125,0.936842,0.8125,0.8125,0,0.731272,1,1,1.0,0,0,0,1,2,1,0,1,0.313545
LED-000279,STL-000279-0,2851.83,0.016889,0.983111,0,0.4,0.85,0.4,1.0,0,0.453743,1,1,1.0,0,0,0,2,4,4,1,1,0.313545
LED-000279,STL-000015-0,3337.89,0.019768,0.980232,2,0.25,0.5,0.25,0.25,0,-0.054233,0,0,0.230769,0,0,0,2,4,4,1,1,0.296334
LED-000280,STL-000280-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,4,3,5,1,1,0.286618
LED-000280,STL-000022-1,985.65,0.007627,0.992373,1,0.358974,0.516026,0.358974,0.358974,0,-0.059131,0,0,0.230769,0,0,0,4,3,5,1,1,0.758098
LED-000280,STL-000559-0,6292.97,0.048695,0.951305,3,0.444444,0.603938,0.444444,0.444444,0,0.0,0,0,0.230769,0,0,0,4,2,4,1,1,0.15162
LED-000280,STL-000170-0,1465.92,0.011343,0.988657,4,0.26087,0.485897,0.26087,0.26087,0,0.095346,0,0,0.384615,0,0,0,4,3,5,1,1,0.35015
LED-000281,STL-000281-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.381
LED-000281,STL-000238-0,5570.67,0.037071,1.037071,5,0.242424,0.491758,0.242424,0.242424,0,0.087706,0,0,0.0,0,1,0,2,2,2,1,1,0.183309
LED-000282,STL-000273-0,8123.5,0.037798,1.037798,0,0.266667,0.511905,0.133333,0.133333,0,0.182574,0,0,0.384615,0,0,0,6,3,7,1,1,0.894793
LED-000282,STL-000282-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,6,4,8,1,1,0.920358
LED-000282,STL-000360-0,9364.55,0.043572,0.956428,4,0.235294,0.481481,0.235294,0.235294,0,0.0,0,0,0.307692,0,0,0,6,5,9,1,1,0.105409
LED-000282,STL-000473-0,4510.72,0.020988,0.979012,4,0.24,0.406046,0.24,0.25,0,0.0,0,0,0.230769,0,0,0,6,5,9,1,1,0.140546
LED-000282,STL-000093-0,6114.29,0.028449,0.971551,6,0.333333,0.563131,0.333333,0.333333,0,0.0,0,0,0.230769,0,0,0,6,7,11,1,1,0.843662
LED-000282,STL-000490-0,8142.14,0.037885,0.962115,6,0.296296,0.562719,0.296296,0.296296,0,0.099015,0,0,0.307692,0,0,0,6,7,11,1,1,0.52048
LED-000283,STL-000283-0,1422.39,0.010545,0.989455,1,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,2,1,1,1,0,0.235702
LED-000283,STL-000357-0,3970.43,0.029434,1.029434,4,0.235294,0.519841,0.176471,0.176471,0,-0.182574,0,0,0.0,0,1,0,2,2,2,1,1,0.0
LED-000284,STL-000545-0,917.42,0.037347,1.037347,1,0.391304,0.648343,0.347826,0.347826,0,0.050572,0,0,0.230769,0,0,0,2,1,1,1,0,0.222375
LED-000284,STL-000284-0,3.19,0.00013,0.99987,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.866025
LED-000285,STL-000285-0,0.0,0.0,1.0,1,0.947368,0.985965,0.947368,0.947368,0,0.764706,1,1,1.0,0,0,0,1,1,0,0,0,0.321288
LED-000286,STL-000286-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,3,5,6,1,1,0.220863
LED-000286,STL-000421-0,821.91,0.007949,0.992051,1,0.363636,0.580057,0.363636,0.363636,0,0.0,0,0,0.307692,0,0,0,3,5,6,1,1,0.861381
LED-000286,STL-000330-0,4474.66,0.043277,0.956723,4,0.285714,0.549003,0.285714,0.285714,0,0.0,0,0,0.0,0,1,0,3,3,4,1,1,0.036811
LED-000287,STL-000287-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,3,2,0,1,0.189934
LED-000288,STL-000288-0,1436.1,0.021798,0.978202,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,2,3,1,1,0.31427
LED-000288,STL-000180-0,3173.78,0.048173,0.951827,1,0.190476,0.47619,0.190476,0.190476,0,0.0,0,0,0.230769,0,0,0,3,2,3,1,1,0.680414
LED-000288,STL-000156-0,1219.27,0.018506,1.018506,5,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0,0,0,3,2,3,1,1,0.205152
LED-000289,STL-000289-0,432.69,0.00856,0.99144,1,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,1,1,0,0,0,0.179721
LED-000290,STL-000163-0,1645.91,0.008443,0.991557,2,0.47619,0.617516,0.380952,0.380952,0,0.0,0,0,0.230769,0,0,0,2,5,5,1,1,0.033005
LED-000290,STL-BATCH-000201-000305,6602.05,0.033865,1.033865,7,0.4,0.565359,0.4,0.4,0,0.0,0,0,0.0,0,1,0,2,2,2,1,1,-0.058697
LED-000292,STL-000292-0,5.7,9.1e-05,0.999909,0,0.258065,0.82963,0.258065,1.0,0,0.294884,1,1,1.0,0,0,0,2,1,1,1,0,0.550973
LED-000292,STL-000041-0,1589.03,0.025364,0.974636,6,0.272727,0.519535,0.272727,0.272727,0,-0.107676,0,0,0.230769,0,0,0,2,2,2,1,1,0.192879
LED-000293,STL-000293-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,2,2,1,1,0.274352
LED-000293,STL-000448-0,2484.22,0.014675,1.014675,3,0.272727,0.505882,0.272727,0.272727,0,0.0,0,0,0.230769,0,0,0,2,3,3,1,1,0.254
LED-000294,STL-000112-0,1524.26,0.0194,1.0194,2,0.367347,0.626327,0.326531,0.326531,0,0.0,0,0,0.230769,0,0,0,1,2,1,0,1,0.084667
LED-000295,STL-000295-0,0.0,0.0,1.0,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,2,2,1,1,0.285774
LED-000295,STL-000598-0,4311.49,0.048387,1.048387,2,0.341463,0.5087,0.292683,0.292683,0,-0.055048,0,0,0.230769,0,0,0,2,3,3,1,1,0.163299
LED-000296,STL-000296-0,0.31,7e-06,1.000007,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,2,2,1,1,0.848528
LED-000296,STL-000040-0,1682.72,0.036708,0.963292,3,0.186047,0.477513,0.232558,0.232558,0,0.076697,0,0,0.230769,0,0,0,2,2,2,1,1,0.163299
LED-000297,STL-000297-0,0.0,0.0,1.0,1,0.888889,0.97037,0.888889,0.888889,0,0.428571,1,1,1.0,0,0,0,3,2,3,1,1,0.848528
LED-000297,STL-000524-0,1258.58,0.007208,0.992792,2,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,1,0,3,4,5,1,1,0.044721
LED-000297,STL-000279-0,8602.17,0.049266,0.950734,5,0.333333,0.555556,0.333333,0.333333,0,0.0,0,0,0.230769,0,0,0,3,4,5,1,1,0.043644
LED-000298,STL-000298-0,5.66,4.5e-05,0.999955,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,3,3,1,1,0.381
LED-000298,STL-000577-0,5118.75,0.041026,0.958974,2,0.3,0.456383,0.3,0.3,0,-0.188608,0,0,0.461538,0,0,0,2,3,3,1,1,0.239474
LED-000299,STL-000299-0,0.0,0.0,1.0,3,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,1,1,0,0,0,0.879883
LED-000300,STL-000300-0,1087.74,0.006299,0.993701,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,3,3,1,1,0.835504
LED-000300,STL-000562-0,3861.33,0.022361,1.022361,5,0.176471,0.368148,0.235294,0.235294,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.0
LED-000301,STL-000301-0,657.4,0.013185,0.986815,0,0.352941,0.842857,0.352941,1.0,0,0.456435,0,1,0.461538,0,0,0,1,2,1,0,1,0.308607
LED-000302,STL-000302-0,0.41,2e-06,0.999998,2,0.947368,0.98,0.526316,0.526316,0,0.737865,1,1,1.0,0,0,0,2,2,2,1,1,0.311286
LED-000302,STL-000184-0,5088.33,0.023439,0.976561,5,0.347826,0.576068,0.347826,0.347826,0,0.0,0,0,0.0,0,1,0,2,2,2,1,1,0.499169
LED-000303,STL-000303-0,19.4,0.000286,0.999714,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.229752
LED-000304,STL-000304-0,293.6,0.005565,0.994435,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.174574
LED-000307,STL-000307-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,1,2,1,0,0.338667
LED-000307,STL-BATCH-000020-000153-000384,2826.83,0.036678,0.963322,3,0.380952,0.604777,0.333333,0.333333,0,0.056344,0,0,0.0,0,1,0,3,1,2,1,0,0.080322
LED-000307,STL-000516-0,883.67,0.011466,1.011466,4,0.272727,0.592157,0.272727,0.272727,0,0.0,0,0,0.230769,0,0,0,3,2,3,1,1,0.769897
LED-000308,STL-000308-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,2,2,1,1,0.138675
LED-000308,STL-000425-0,8322.95,0.041715,0.958285,2,0.153846,0.436508,0.153846,0.153846,0,0.0,0,0,0.230769,0,0,0,2,3,3,1,1,0.138675
LED-000309,STL-000309-0,0.29,2e-06,0.999998,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,3,2,0,1,0.835504
LED-000310,STL-000310-0,0.0,0.0,1.0,0,0.352941,0.842857,0.352941,1.0,0,0.456435,1,1,1.0,0,0,0,2,1,1,1,0,0.369274
LED-000310,STL-000544-0,3097.85,0.02517,1.02517,1,0.216216,0.511376,0.27027,0.27027,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.227921
LED-000312,STL-000312-0,4705.03,0.023025,0.976975,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.888336
LED-000313,STL-000313-0,1639.42,0.007004,0.992996,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,5,5,1,1,0.272475
LED-000313,STL-000264-0,1121.26,0.00479,1.00479,3,0.375,0.528758,0.375,0.26087,0,-0.106752,0,0,0.230769,0,0,0,2,5,5,1,1,0.189934
LED-000314,STL-000085-0,2137.51,0.026314,1.026314,1,0.333333,0.561905,0.333333,0.333333,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.173931
LED-000314,STL-000314-0,1534.43,0.01889,0.98111,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,2,2,1,1,0.295084
LED-000315,STL-000315-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.195965
LED-000316,STL-000474-0,8859.17,0.048322,1.048322,0,0.166667,0.30112,0.166667,0.166667,0,0.0,0,0,0.230769,0,0,0,2,3,3,1,1,0.031879
LED-000316,STL-000316-0,10.62,5.8e-05,0.999942,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,3,3,1,1,0.166482
LED-000317,STL-000317-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,2,1,1,1,0,0.244949
LED-000317,STL-000119-0,1098.39,0.015933,1.015933,6,0.2,0.549271,0.333333,0.333333,0,0.071611,0,0,0.230769,0,0,0,2,2,2,1,1,0.122474
LED-000318,STL-000318-0,1669.05,0.007791,0.992209,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,2,1,1,1,0,0.347183
LED-000318,STL-000302-0,2854.96,0.013327,1.013327,7,0.108108,0.431217,0.108108,0.108108,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.231455
LED-000319,STL-000319-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,5,5,1,1,0.218844
LED-000319,STL-000400-0,2072.96,0.01584,0.98416,3,0.133333,0.431481,0.222222,0.222222,0,0.0,0,0,0.230769,0,0,0,2,6,6,1,1,0.0
LED-000320,STL-000462-0,581.84,0.04687,1.04687,5,0.294118,0.58,0.294118,0.294118,0,0.0,0,0,0.230769,0,0,0,1,2,1,0,1,0.218844
LED-000321,STL-000321-0,0.23,1e-06,1.000001,0,0.913043,0.939429,0.913043,0.913043,0,0.793884,1,1,1.0,0,0,0,4,2,4,1,1,0.282038
LED-000321,STL-000024-0,10171.67,0.049392,1.049392,3,0.47619,0.617516,0.380952,0.380952,0,0.0,0,0,0.230769,0,0,0,4,3,5,1,1,0.486153
LED-000321,STL-000096-0,2658.02,0.012907,1.012907,4,0.363636,0.575476,0.30303,0.30303,0,0.089087,0,0,0.230769,0,0,0,4,3,5,1,1,0.742308
LED-000321,STL-000371-0,713.0,0.003462,1.003462,7,0.129032,0.471111,0.129032,0.129032,0,0.0,0,0,0.230769,0,0,0,4,4,6,1,1,0.742308
LED-000322,STL-000322-0,1317.65,0.009434,0.990566,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,3,3,4,1,1,0.326599
LED-000322,STL-000121-0,6517.0,0.046659,0.953341,3,0.285714,0.535256,0.285714,0.285714,0,0.0,0,0,0.0,0,1,0,3,3,4,1,1,0.244949
LED-000322,STL-000063-0,1044.75,0.00748,1.00748,6,0.263158,0.400513,0.263158,0.263158,0,-0.060302,0,0,0.230769,0,0,0,3,3,4,1,1,0.204124
LED-000323,STL-000323-0,5000.58,0.020034,0.979966,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,4,4,1,1,0.545279
LED-000323,STL-000124-0,10434.23,0.041802,0.958198,4,0.3125,0.523504,0.3125,0.3125,0,0.0,0,0,0.307692,0,0,0,2,4,4,1,1,0.511199
LED-000324,STL-000324-0,0.0,0.0,1.0,0,0.833333,0.895305,0.75,0.75,0,0.657794,1,1,1.0,0,0,0,2,1,1,1,0,0.256632
LED-000324,STL-000504-0,8288.2,0.035795,0.964205,3,0.242424,0.491758,0.242424,0.242424,0,0.087706,0,0,0.0,0,1,0,2,2,2,1,1,0.229752
LED-000325,STL-000325-0,0.0,0.0,1.0,0,0.6,0.885714,0.6,1.0,0,0.57735,1,1,1.0,0,0,0,1,1,0,0,0,0.326599
LED-000326,STL-000326-0,302.53,0.013089,0.986911,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,1,2,1,0,0.303895
LED-000326,STL-000487-2,271.67,0.011754,1.011754,4,0.166667,0.467787,0.166667,0.266667,0,-0.172133,0,0,0.0,0,1,0,3,1,2,1,0,0.177667
LED-000326,STL-000548-0,129.59,0.005607,0.994393,6,0.266667,0.492911,0.266667,0.285714,0,0.1283,0,0,0.230769,0,0,0,3,3,4,1,1,0.246183
LED-000327,STL-000327-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.848528
LED-000327,STL-000026-0,4328.57,0.045335,0.954665,4,0.3,0.579867,0.3,0.3,0,0.13901,0,0,0.307692,0,0,0,2,2,2,1,1,0.218218
LED-000328,STL-000328-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,1,1,0,0,0,0.159232
LED-000329,STL-000329-0,0.47,6e-06,1.000006,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.848528
LED-000330,STL-000330-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,2,3,3,1,1,0.141421
LED-000330,STL-000236-0,2940.31,0.029724,0.970276,6,0.133333,0.431481,0.222222,0.222222,0,0.0,0,0,0.0,0,1,0,2,4,4,1,1,0.0
LED-000331,STL-000331-0,0.07,1e-06,0.999999,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,3,2,0,1,0.295804
LED-000332,STL-000332-0,283.57,0.010046,0.989954,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.879883
LED-000335,STL-000335-0,0.0,0.0,1.0,0,0.285714,0.572222,0.357143,0.545455,0,0.096225,0,1,0.461538,0,0,0,2,4,4,1,1,0.311286
LED-000335,STL-000204-0,2027.57,0.008304,0.991696,1,0.153846,0.0,0.153846,0.153846,0,0.0,0,0,0.0,0,1,0,2,5,5,1,1,0.836905
LED-000336,STL-000474-0,6060.38,0.032559,1.032559,1,0.25,0.410476,0.25,0.25,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.204124
LED-000336,STL-000316-0,2809.41,0.015093,0.984907,1,0.333333,0.513529,0.333333,0.333333,0,-0.05164,0,0,0.230769,0,0,0,3,3,4,1,1,0.255841
LED-000336,STL-BATCH-000406-000441,7594.49,0.040801,1.040801,2,0.615385,0.684444,0.615385,0.648649,0,0.500435,0,0,0.0,0,1,0,3,3,4,1,1,0.060999
LED-000338,STL-000338-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,1,5,4,0,1,0.222718
LED-000339,STL-000005-0,10180.11,0.044398,0.955602,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0,0,0,2,3,3,1,1,0.172133
LED-000339,STL-000339-0,15.77,6.9e-05,0.999931,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,2,3,3,1,1,0.215166
LED-000340,STL-000340-0,0.0,0.0,1.0,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.332182
LED-000341,STL-000341-0,17.28,0.000138,0.999862,0,0.888889,0.96,0.888889,0.888889,0,0.782624,1,1,1.0,0,0,0,2,2,2,1,1,0.177667
LED-000341,STL-000309-0,3568.93,0.028402,1.028402,3,0.133333,0.433333,0.133333,0.133333,0,0.0,0,0,0.230769,0,0,0,2,3,3,1,1,0.123092
LED-000342,STL-000342-0,0.13,1e-06,1.000001,0,0.5,0.632967,0.4,0.4,0,0.149071,1,1,1.0,0,0,0,2,3,3,1,1,0.816497
LED-000342,STL-000168-0,1361.9,0.007188,0.992812,1,0.333333,0.549271,0.333333,0.333333,0,0.0,0,0,0.230769,0,0,0,2,3,3,1,1,0.680414
LED-000344,STL-000344-0,2397.35,0.017186,0.982814,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.254772
LED-000344,STL-000107-0,4052.78,0.029054,1.029054,6,0.25,0.571429,0.25,0.25,0,0.09759,0,0,0.0,0,1,0,2,2,2,1,1,0.175075
LED-000345,STL-000345-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,3,3,1,1,0.218218
LED-000345,STL-000412-0,4926.77,0.042481,0.957519,2,0.117647,0.0,0.117647,0.117647,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.122474
LED-000346,STL-000581-0,10828.8,0.049076,1.049076,1,0.315789,0.605983,0.315789,0.315789,0,-0.333333,0,0,0.230769,0,0,0,4,3,5,1,1,0.0
LED-000346,STL-000346-0,0.35,2e-06,0.999998,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,4,4,6,1,1,0.910642
LED-000346,STL-000139-0,8539.27,0.0387,1.0387,5,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0,0,0,4,5,7,1,1,0.0
LED-000346,STL-000188-0,9208.45,0.041732,1.041732,6,0.2,0.442002,0.2,0.2,0,-0.149071,0,0,0.230769,0,0,0,4,4,6,1,1,0.223152
LED-000347,STL-000347-0,0.47,3e-06,1.000003,0,0.933333,0.970833,0.533333,0.533333,0,0.547723,1,1,1.0,0,0,0,2,2,2,1,1,0.340503
LED-000347,STL-000414-0,1638.44,0.010703,1.010703,1,0.285714,0.535256,0.285714,0.285714,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.045502
LED-000348,STL-000348-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,2,2,1,1,0.910642
LED-000348,STL-000579-0,2516.56,0.034806,0.965194,3,0.352941,0.480392,0.352941,0.32,0,0.099381,0,0,0.230769,0,0,0,2,3,3,1,1,0.477119
LED-000349,STL-000349-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,2,2,2,1,1,0.879883
LED-000349,STL-000495-0,5625.27,0.049555,1.049555,1,0.26087,0.549074,0.304348,0.304348,0,-0.108465,0,0,0.384615,0,0,0,2,2,2,1,1,0.127
LED-000351,STL-000351-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,2,1,1,1,0,0.222277
LED-000351,STL-000105-0,2159.12,0.023952,0.976048,1,0.114286,0.470062,0.114286,0.114286,0,-0.085126,0,0,0.230769,0,0,0,2,5,5,1,1,0.136505
LED-000352,STL-000352-0,1124.99,0.008572,0.991428,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,2,4,4,1,1,0.178174
LED-000352,STL-000045-0,6099.23,0.046476,1.046476,2,0.25,0.455238,0.25,0.25,0,0.0,0,0,0.0,0,1,0,2,2,2,1,1,0.089087
LED-000353,STL-000353-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.186772
LED-000354,STL-000248-0,4451.46,0.038275,0.961725,0,0.4,0.613339,0.363636,0.363636,0,0.166378,0,0,0.230769,0,0,0,2,5,5,1,1,0.03576
LED-000354,STL-000338-0,3926.76,0.033764,0.966236,3,0.16,0.406433,0.08,0.08,0,0.0,0,0,0.0,0,1,0,2,5,5,1,1,0.147442
LED-000355,STL-000355-0,1476.68,0.019643,0.980357,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.579359
LED-000355,STL-000038-0,742.39,0.009875,0.990125,7,0.2,0.428105,0.2,0.181818,0,0.0,0,0,0.230769,0,0,0,2,1,1,1,0,0.036811
LED-000356,STL-000137-0,7851.96,0.039389,0.960611,0,0.26087,0.549074,0.304348,0.304348,0,-0.108465,0,0,0.230769,0,0,0,3,3,4,1,1,0.725775
